,artist,name,popularity,genre,lyrics
3927,LVNDSCAPE,Fed Up,0,latin,no my mind aint right cold so cold last night alone oh how nice gold got gold inside and every time i hear the angels sing i get a glow around my halo it circulates i feel it in my veins id take a hit to see the rainbow oh my god im tired of being fed up fed up oh my god im trying to keep my head up my head up now im up in the clouds the heavens around the trumpets are loud now im up in the clouds the heavens around the trumpets are loud no i dont like this place im making a plan so that i can escape im going ill be gone some day gold im on my way and every time i hear the angels sing i get a glow around my halo it circulates i feel it in my veins id take a hit to see the rainbow oh my god im tired of being fed up fed up oh my god im trying to keep my head up my head up now im up in the clouds the heavens around the trumpets are loud now im up in the clouds the heavens around the trumpets are loud oh my god im tired of being fed up fed up oh my god im trying to keep my head up my head up now im up in the clouds the heavens around the trumpets are loud now im up in the clouds the heavens around the trumpets are loud no no no my mind aint right cold so cold last night alone oh how nice gold got gold inside got gold inside
3992,Alina Baraz,Fantasy - Felix Jaehn Remix,0,latin,so you say you wanna get away we dont need a plane i could be your escape take you to a place where theres no time no space i could be your private island on a different planet anything could happen listen to the waves let them wash away your pain i could be your fantasy anything could happen anything could happen i could be your fantasy anything could happen anything could happen underneath the palm trees you could leave your worries listen to the waves sure you wanna get so high breathe me in like air tonight listen to the waves listen to the waves so you say you wanna get so high breathe me in like air tonight let yourself unwind get lost in the garden of my mind i could be your private island underneath the palm trees you could leave your worries listen to the waves let them wash away your pain i could be your fantasy anything could happen anything could happen i could be your fantasy anything could happen anything could happen underneath the palm trees you could leave your worries listen to the waves sure you wanna get so high breathe me in like air tonight listen to the waves listen to the waves
4000,Freddy Moreira,Mood For Lovin',0,latin,chorus im in the mood for loving gyal mi say no time to fight when yuh shake up yuh body my girl yuh make mi feel like seh mi deh a paradise im in the mood for loving gyal yuh a squeeze me suh tight di way yuh wine up yuh body my girl yuh nuh see yuh have di hole place hypnotized build up gyal mi love how yuh hand so soft and when yuh touch me wid it yuh trouble certain thoughts not to mention yuh sexy walk yuh have di style dem weh a twist up and turn mi heart turn mi heart turn mi heart turn mi heart turn mi heart big and thick like a pamputae mi love fi si when yuh put on yuh lingerie drop freddy moreira chorus im in the mood for loving gyal mi say no time to fight when yuh shake up yuh body my girl yuh make mi feel like seh mi deh a paradise im in the mood for loving gyal yuh a squeeze me suh tight di way yuh wine up yuh body my girl yuh nuh see yuh have di hole place hypnotized build up gyal mi love how yuh hand so soft and when yuh touch me wid it yuh trouble certain thoughts not to mention yuh sexy walk yuh have di style dem weh a twist up and turn mi heart turn mi heart turn mi heart turn mi heart turn mi heart big and thick like a pamputae mi love fi si when yuh put on yuh lingerie
4027,Noel,Silent Morning,0,latin,im on fire my emotions run so deep you vowed to love me is that a vow you keep your smiles so tender youll not be sighing a sweet surrender your touch is so pleasing makes me warm inside makes me feel im alive and i cant resist the heavenly bliss the magic concealed in your kiss must realize what i see in your eyes takes me beyond the skies silent morning i wake up and youre not by my side silent morning you know how hard i try silent morning they say a mans not supposed to cry silent morning why did your love have to be a lie im on fire and youre my every desire a living fantasy and you know just what to do for me i love the things you do here open arms waiting here for you words you whisper makes me warm inside makes me feel im alive and i cant resist the heavenly bliss the magic concealed in your kiss must realize what i see in your eyes takes me beyond the skies silent morning i wake up and youre not by my side silent morning you know how hard i try silent morning they say a mans not supposed to cry silent morning why did your love have to be a lie and i cant resist heavenly bliss magic concealed in your kiss must realize what i see in your eyes takes me to paradise silent morning i wake up and youre not by my side silent morning you know how hard i try silent morning they say a mans not supposed to cry silent morning why did your love have to be a lie
4031,Michael Shynes,Hell To Pay,0,latin,verse 1 go ahead and light me up with smoke and mirrors i would never trade my love for all your fear and all the cash in your pocket aint gonna save you now because you cant buy a lifeboat when the ship is going down chorus everybodys got hell to pay everyone has got words to say everybodys got a better way but everyone has got hell to pay verse 2 what is it you hate so much is that you look but you cant touch how dare you chase me with a hired gun well if somebodys pulling that trigger man you better be the one chorus everybodys got hell to pay everyone has got words to say everybodys got a better way but everyone has got hell to pay verse 3 and by the time summer was over i was done picking out clovers luck is hard to define and by the time i outrun the ghost there are ten more whisper close that i cant see with my eyes chorus everybodys got hell to pay everyone has got words to say everyone is just a runaway but everybodys got hell to pay outro i made you up in my mind everybodys got hell to pay
4032,Lvly,On The Clock,0,latin,youve got me begging pretty please im so hung up on you i couldnt tell you what it feels like but i sure think you do where do you go when your glass end up empty oh i wanna know wont you let me know where do you hide when you leave me here wasting oh i wanna know were only lovers when we count down tell me when to stop tell me tell me when to stop babe just keep on dancing like were nightbound lovers on the clock ill be ready when we go down lovers on the clock ill be ready when we go down lovers lovers lovers lovers lovers on the clock ill be ready when we go down we spend the night on bubblebliss forever lasting i know you never would admit it but i can see through you where do you go when your glass end up empty oh i wanna know wont you let me know where do you hide when you leave me here wasting oh i wanna know were only lovers when we count down tell me when to stop tell me tell me when to stop babe just keep on dancing like were nightbound lovers on the clock ill be ready when we go down lovers on the clock ill be ready when we go down were only lovers when we count down when we count down when we count down just keep on dancing like were nightbound lovers on the clock ill be ready when we go down
4044,Loud Luxury,Body,1,latin,babe dont make a sound 2 am love gotta keep it down keep it down dont wait around for a signal now gimme some verbs i aint talkin nouns im naughty you wanna ride in the six you wanna dine in the six dine in the six but when i lean for the kiss you said ill probably send you some pics and im like hell nah been waitin too long ive been waitin hell nah i want that crew love come here baby hell nah been waitin too long ive been waitin hell nah i want that crew love body on my losin all my innocence yeah body on my grindin on my innocence yeah body on my losin all my innocence yeah body on my grindin on my innocence yeah body on my losin all my innocence yeah body on my grindin on my innocence yeah body on my losin all my innocence yeah body on my grindin on my innocence yeah on my on my on my on my cence yeah on my on my on my on my cence yeah on my on my on my on my cence yeah on my on my on my on my cence yeah babe just hit the pedal if things goin wrong its just incidental my bad never got the memo but you never have fun while youre in the limo yeah if you wanna ride in the six you wanna dine in the six dine in the six but when i lean for the kiss you said ill probably send you some pics and im like hell nah been waitin too long ive been waitin hell nah i want that crew love come here baby hell nah been waitin too long ive been waitin hell nah i want that crew love body on my losin all my innocence yeah body on my grindin on my innocence yeah body on my losin all my innocence yeah body on my grindin on my innocence yeah body on my losin all my innocence yeah body on my grindin on my innocence yeah on my on my on my on my cence yeah on my on my on my on my cence yeah on my on my on my on my cence yeah on my on my on my on my cence yeah on my on my on my on my cence yeah on my on my on my on my on my on my on my on my cence yeah on my on my on my on my
4047,Sean Paul,Got 2 Luv U,0,latin,got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u gyal mi nuh stay like dem bwoi deh weh put you down mi rather lift you way up off the ground nuff a dem fake dem a nuh king a clown only thinking bout dem self alone listen mi keen now baby tell a mi how mi sound run away dem likkle bwoi deh weh loser prone mi alone a make you start fi moan and groan cause mi and your love strong like a stone girl cause i ill do anything i could for ya boy youre my only see it deh girl i im gonna flip these beats on ya you dont even know me aha cause i am i i dont even wanna fight fight fight i dont wanna fight girl said i am i i aint even gonna fight it got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u girl a mi alone a give you security and mi nah just talk fi mine yuh mi alone a give you the remedy fi set you free sum bwoi just waan fi hide you thats why mi you a let in girl im not pettin ready fi make you sweatin thighs dem am checkin legs them am settin built for hot steppin mi cyaan loose im bettin i ill do anything i could for ya boy youre my only see it deh girl i im gonna flip these beats on ya you dont even know me aha cause i am i i dont even wanna fight fight fight i dont wanna fight girl said i am i i aint even gonna fight it got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u if you were the sun hot steppin girl were not stoppin got me spinnin in your orbit but know it around good lovin give yuh good lovin boy you got me cant ignore it its me and you forever girl i ill do anything i could for ya boy youre my only see it deh girl i im gonna flip these beats on ya you dont even know me aha cause i am i i dont even wanna fight fight fight i dont wanna fight girl said i am i i aint even gonna fight it i ill do anything i could for ya boy youre my only see it deh girl i im gonna flip these beats on ya you dont even know me aha cause i am i i dont even wanna fight fight fight i dont wanna fight girl said i am i i aint even gonna fight it got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u got 2 luv u
4069,Newcleus,Jam On It (Re-Recorded Version),0,latin,hahahaha yeah jam on it yeah yeah we know we know huh yeah cozmo you gonna rock it right you gonna do it down right hahahaha yeah hey cozmo whats the name of this again i forgot jam on it oh oh chilly b get down ho uh oh here comes cozmo ho do we get to say wikkiwikkiwikki again wikkiwikkiwikkiwikki shut up wikkiwikkiwikkiwikki three words to the whack step yourself back cause were gettin down and aint givin no slack like a burger king with a sack of big macs were throwin down with a rack of bozaks one time in your mind you see you gotta boogie to your best ability you gotta funk it up until it knocks you down and when youve funked enough make sure you pass it around come on lets go to work we got whatll make your body jerk make you throw your hands up in the air shake your booty and scream oh yeah cause we are the jamon crew and jammin on it is how we do the do well funk you up until you boogie down so come on people check out the sound check out the sound check out the sound check out the sound check out the sound check out the sound check out the sound check out the sound check out the sound jam on it say dont ya hear the sound jamon is gettin down jam on it allow me to introduce myself my name is chilly b and im a surefire pure blooded bonafide house rockin jamon production mc if you want the best come put me to the test and im sure youll soon agree that ive got no flaws cause im down by law when it comes to rockin viciously you see cause when i was a little baby boy my mama gave me a brand new toy two turntables with a mic and i learned to rock like dolemite time went by on this gods creation i knew someday i would rock the nation so i made up my mind just what to do and i joined with the jamon production crew so go crazy go crazy dont let your body be lazy i said dont stop the body rock till your eyesight starts to get hazy clean out your ears and you open your eyes if you wanna hear the music just come alive an if you dont know how get ready to learn cause cozmos takin his turn to burn you take a c an o and a z then you add mo and a freaky d add a funky beat and then what do you see its cozmo d yeah baby thats me ive got the beat thats oh so sweet without me rockin its incomplete so rock this yall rock that yall rock on and dont you dare stop you rock this rock that and thats a fact cause the jamon crew will rock your body right back rock a steam locomotive right off the track and give the whole wide world a funk attack a to the beat yall get down let me rock you to the rhythm of the funky sound from hill to hill from sea to sea when jam ons rockin everybody screams jam on it jam on it jam on and on on and on it and if youre feelin like you wanna dance all night then go on ahead and flaunt it cause jammin on is what we do best its what separates us from the rest and if you dont think our crews down for real let me tell you what happened to the man of steel say superman had came to town to see who he could rock he blew away every crew he faced until he reached our block his speakers were three stories high with woofers made of steel and when we brought our set outside he said hah be for real he said im faster than a speedin bullet when im on the set i dont need no fans to cool my amps i just use my super breath i could fly three times around the world without missin a beat i socialize with xray eyes and the ladies think its sweetand then he turned his power on and the ground began to move and all the buildings for miles around were swayin to the groove and just when he had pulled the crowd and swore hed won the fight we rocked his butt with a 12 inch cut called disco kryptonite rockem cozmo well superman looked up at me he said you rock so naturally i said now that youve learned the deal let me tell you why im so for real im cozmo d from outer space i came to rock the human race i do it right cause i cant do it wrong thats why the whole world is singin this song jam on it jam on it i said jamjjjjam on it as day turns to night and night turns to day whatever time it is i wanna hear you say jam on it jam on it i said jammmmm jam on it jam all around and upside down keep jammin to the jam on production sound jam on it jam on it i said jamjjjjam on it i said jam on is the funky beat that takes control with the sure shot boogie thatll rock your soul jam on it jam on it i said jamjjjjam on it get outta your seat and jam to the beat and dont you dare stop till early mornin jam on it jam on it jam on it jam on it jam on it jam on it jam on it jam on it yeah thats how you do it cozmo you rocked it thats the way you do it yeah like did you see when he went in the corner and he started doin this wikkiwikkiwikkiwikki wikkiwikkiwikkiwikki ah man this is too funky for me im goin home hey mergatroid lets go hey you fellas seen my sister mergatroid she was standin over here just a minute ago yeah i think i saw her over there with grand d hes rockin the mic you know diggy dang diggy dang da dang dang da diggy diggy diggy dang dang dirrrggy dang diggy diggy say dont ya hear the sound jam on is gettin down
4091,Katy Perry,Teenage Dream,0,latin,you think im pretty without any makeup on you think im funny when i tell the punch line wrong i know you get me so i let my walls come down down before you met me i was alright but things were kinda heavy you brought me to life now every february youll be my valentine valentine lets go all the way tonight no regrets just love we can dance until we die you and i well be young forever you make me feel like im living a teenage dream the way you turn me on i cant sleep lets run away and dont ever look back dont ever look back my heart stops when you look at me just one touch now baby i believe this is real so take a chance and dont ever look back dont ever look back we drove to cali and got drunk on the beach got a motel and built a fort out of sheets i finally found you my missing puzzle piece im complete lets go all the way tonight no regrets just love we can dance until we die you and i well be young forever you make me feel like im living a teenage dream the way you turn me on i cant sleep lets run away and dont ever look back dont ever look back my heart stops when you look at me just one touch now baby i believe this is real so take a chance and dont ever look back dont ever look back imma get your heart racing in my skintight jeans be your teenage dream tonight let you put your hands on me in my skintight jeans be your teenage dream tonighttonight tonight tonight you make me feel like im living a teenage dream the way you turn me on i cant sleep lets run away and dont ever look back dont ever look back no my heart stops when you look at me just one touch now baby i believe this is real so take a chance and dont ever look back dont ever look back imma get your heart racing in my skintight jeans be your teenage dream tonight let you put your hands on me in my skintight jeans be your teenage dream tonighttonight tonight tonight na
4126,Natania,Yellow Lights - Alex Grey Remix,0,latin,you spend the nights you wont spend the days we get so close then youre far away youre such a flirt but youre such a flake you say almost i just say ok if green means go and red means no speed it up or let me go giving signals on the low but i dont know i dont know you give me yellow lights i cant stay in between all of these blurry lines cant you say what you mean all of these sleepless nights think we wont shit we might baby you must like all these yellow lights we could be speeding down the 405 but bumper to bumper boy is what you like every time i try to walk away something bout your body makes me stay so hit the gas or pump the brakes if green means go and red means no speed it up or let me go giving signals on the low but i dont know i dont know you give me yellow lights i cant stay in between all of these blurry lines cant you say what you mean all of these sleepless nights think we wont shit we might baby you must like all these yellow lights yellidk should i stay or should i go dead end or an open road yellidk you give me yellow lights i cant stay in between all of these blurry lines cant you say what you mean all of these sleepless nights think we wont shit we might baby you must like all these yellow lights
4127,Wun Two,Again,0,latin,again this couldnt happen again na
4154,Jidenna,Long Live the Chief,0,latin,niggas fighting over rings niggas wanna be the king but long live the chief for a li ol thang lil boys bang bang long live the chief niggas fighting over rings niggas wanna be the king but long live the chief yeah watch pretty mama while i slang my cane long live the chief uh cockroaches and the rat shit hand me downs with the patches mama put a little money in the mattress taught me how to make a silver spoon out of plastic you can either sink swim or be the captain get the last word imma get the last laugh in now they say jidenna why you dressing so classic i dont want my best dressed day in a casket you can either lead follow or get out the way make a fuckin move it would make my fuckin day got a 100 year plan you jus think about today always been about time more than been about pay cant rump with me usain couldnt run with me chief come to find you you dont come for me at best you can run a lil company nigga at worst i could run the whole country thats right  pimp game like a brothel thats why  i dont judge a niggas hustle i airbnb the crib like a hostel summer rate cheaper cause the streets get hostile shaka boy this fire from mojave boy so no i wont record for your homie boy i turn the party out like a naughty toy then i go and hide in plain sight like a lobby boy yessuh thats jidenna on the banner ridin for my niggas gettin locked up in the slammer elders saying everythings a nail to a hammer and niggas cant spell but we know our instagrammar well dones better than well said i read niggas well a nigga well read really i aint met nobody smarter thats why i got admitted but i still rejected harvard im the fresh prince in a school where they couldnt read mama put me in a school with the kennedys when i met bill clinton i was seventeen but dead presidents is all my niggas need dining with the governors daughter and her father say i remind him of obama im the chief diplomatevery day and im black and whitejanelle monae niggas fighting over rings niggas wanna be the king but long live the chief for a li ol thang lil boys bang bang long live the chief niggas fighting over rings niggas wanna be the king but long live the chief now watch pretty mama while i slang my cane long live the chief
4171,Sonny Alven,Our Youth,0,latin,no play all work all day another night time everyone to save me no time left for starlight ducking under streetlights dancing in the rain they say dont you worry child but there they go living all buried under not us cause weve seen the light so here we go living high hear the thunder hey they say our youth will fade away were young and wild if only for today hey dont say our youth will fade away i wanna run wanna fly cause ive got the time to waste hey they say our youth will fade away were young and wild if only for today hey dont say our youth will fade away i wanna run wanna fly cause ive got the time to waste i wanna run wanna fly i wanna run wanna fly cause ive got the time to waste i wanna run wanna fly i wanna run wanna fly cause ive got the time to waste im lost in your red eyes lost in all the good times written on your face now weve got got a lifetime riding on the sunrise something we can chase something to chase they say not to worry child there they go living all buried under not us we have seen the light so here we go living high hear the thunder hey they say our youth will fade away were young and wild if only for today hey dont say our youth will fade away i wanna run wanna fly cause ive got the time to waste weve got the time yeah weve got the time weve got the time yeah weve got time they say our youth will fade away were young and wild if only for today but dont say our youth will fade away i wanna run wanna fly baby hey they say our youth will fade away were young and wild if only for today hey dont say our youth will fade away i wanna run wanna fly cause ive got the time to waste i wanna run wanna fly i wanna run wanna fly cause ive got the time to waste i wanna run wanna fly i wanna run wanna fly cause ive got the time to waste
4172,AINT,Illuminate,0,latin,wanna make a new start walk me through these broken glass wanna see my blood run through these windows open wide illuminates gods space is in my mind illuminates you can bring me back to life illuminates illuminates illuminates you can bring me back to life wanna make a new start walk me through these broken glass wanna see my blood run through these windows open wide illuminates gods space is in my mind illuminates you can bring me back to life you can bring me back to life illuminates illuminates illuminates illuminates you can bring me back to life
4191,BLAEKER,Waste Our Time,0,latin,leave your shirt on the floor theres no reason to get up theres a print on your cheek from my wrinkly pillow theres a smell from the view of your window your lips taste like mint from your toothpaste spend time counting marks on your fingers lets lay here and waste our time im gonna love you like crazy waste our time waste our time lets lay here and waste our time im gonna love you like crazy waste our time lets lay here and waste our time we have breakfast in bed pour the coffee and kiss me we are both skipping work oh theres a bird singing loud in the palm tree its on the beach lying next to your building and the ocean is singing even louder lets lay here and waste our time im gonna love you like crazy waste our time lets lay here and waste our time na lets lay here and waste our time im gonna love you like im gonna love you like lets lay here and waste our time im gonna love you like crazy lets lay here and waste our time im gonna love you like im gonna love you like lets lay here and waste our time im gonna love you like crazy lets lay here and waste our time im gonna love you like im gonna love you like lets lay here and waste our time im gonna love you like crazy
4202,Chris Brown,Lurkin' (feat. Tory Lanez),0,latin,he shake you from the east and he shake you from the west he shake you from the north and then shake you from the south soundboy dis a mashup the place oh do dis yeah girl i know all your secrets huh put it down you no regret girl that pussy man ah lick it huh mi not gon listen to the he saidshe said girl im gon drink from your water huh mi ah go down in the deep end baby mi ah gon spend every dollar just bring your body here bring your body here put it in my face ill be alright make your legs shake guess im doing alright just give me a kiss its a late night you can see it in my eyes baby ive been lurkin thats how she do put her down down down down in my bed call it murder yeah hold on hold on girl your body got me workin yeah thats how she do put her down down down down in my bed ow oh she gonna learn her leasson let her run run run round in my head its goin down down down down in my bed if i go down down down i get you wet you know you dont want to make me your bet you know im gone and im makin you sweat im comin live from the vip she know what we do is big babyface gyal need to see id before i kill that shit die she like deez and a good sex she like straight out the hood sex she gwan do it gwan do it now i get it waetter then we could drown put it in my face ill be alright make your legs shake guess im doing alright just give me a kiss its a late night you can see it in my eyes baby ive been lurkin thats how she do put her down down down down in my bed call it murder yeah hold on hold on girl your body got me workin yeah thats how she do put her down down down down in my bed ow oh she gonna learn her leasson let her run run run round in my head
4224,The Weeknd,Often - Kygo Remix,0,latin,na seneler sürer her günüm ooh yeah ooh yeah ooh yeah ooh yeah ooh yeah yalnız gitmekten yorgunum ooh yeah ooh yeah ooh yeah ooh yeah seneler sürer her günüm ooh yeah ooh yeah ooh yeah ooh yeah ooh yeah yalnız gitmekten yorgunum ooh yeah ooh yeah ooh yeah ooh yeah ooh yeah i usually love sleeping all alone this time around bring your friend with you but we aint really going to sleep at all you aint gonna catch me with them sneak pictures sneak pictures sneak pictures in my city im a young god that pussy kill be so vicious my god white he in my pocket he get me redder than the devil til i go nauseous she asked me if i do this every day i said often asked how many times she rode the wave not so often bitches down to do it either way often baby i can make that pussy rain often often often girl i do this often make that pussy poppin do it how i want it often often girl i do this often make that pussy poppin do it how i want it often infatuated by the fame status she wanna ride inside the gclass grey matic i come around she leave that nigga like he aint matter that girl been drinkin all day need to change bladder shes just happy that the crews back in town she bout to go downtown for a whole hour if i had her you can have her man it dont matter im never sour im just smokin somethin much louder she asked me if i do this every day i said often asked how many times she rode the wave not so often bitches down to do it either way often baby i can make that pussy rain often often often girl i do this often make that pussy poppin do it how i want it often often girl i do this often make that pussy poppin do it how i want it often oooh the suns risin up the nights almost up the nights almost done but i see your eyes you wanna go again girl ill go again girl ill go again she asked me if i do this every day i said often asked how many times she rode the wave not so often bitches down to do it either way often baby i can make that pussy rain often often often girl i do this often make that pussy poppin do it how i want it often often girl i do this often make that pussy poppin do it how i want it often seneler sürer her günüm ooh yeah ooh yeah ooh yeah ooh yeah ooh yeah yalnız gitmekten yorgunum ooh yeah ooh yeah ooh yeah ooh yeah seneler sürer her günüm ooh yeah ooh yeah ooh yeah ooh yeah ooh yeah yalnız gitmekten yorgunum ooh yeah ooh yeah ooh yeah ooh yeah
4233,Denine,I Remember You,0,latin,i remember i remember you repeat 1x song remains the same melody unchanged and i still can feel the touch of your hand while im missing you whose been kissing you how could it end this way theres so much more to say as love grows stronger stronger stronger cant wait any longer longer longer i want you to hear me say chorus i remember the games we played i remember i remember all the love we made memories of me and you and i remember you i remember the times we cried i remember i remember the day i thought our love had died memories come crashing through and i remember you while the music plays your picture haunts my days and the loneliness is my empty nights while im missing you whos been kissing you theres an empty chair at my table theres an empty space in my heart an empty space with the memories come here girl let me hear you say chorus 2x
4243,Lil Cuete,You Know You're Special,0,latin,you know your special take my pain away and ease my mind one thing for sure i love you to the end of time the way i feel inside when you look into my eyes you make feel like im the luckiest man alive when i wake up when i go to bed youre always on my head like i said since the first day i met ya i know that i would never forget ya and all the nights we spend making sure that our love wont end im frozen in time when im yours and your mine and this why because your beautiful so intelligent you are the finest girl the finest girl ive ever met when i am not around you lady i miss you so much baby i cherrish every little minute that you ever gave me you know your special take my pain away and ease my mind one thing for sure i love you to the end of time the way i feel inside when you look into my eyes you make feel like im the luckiest man alive i wanna let you know your the queen in my heart and will always be together we cant be apart ill show you im the one that you need around ill always make you happy never bring you down i thank the lord above everyday your mine and all i need is you to shine i love it when you feels when you hold me tight let me be the one to kiss you goodnight everynight im never gonna stop to you keep it hot do every little thing that you need to want take you to the top and give you everyting i got thank you for the love and my life you been brought all the sweet little things you do for me keep it in the state of extacy all i need and this will diss to have you next to me you know your special take my pain away and ease my mind one thing for sure i love you to the end of time the way i feel inside when you look into my eyes you make feel like im the luckiest man alive i know that you were meant for me because im meant for you i know that you want me baby and i want you too you bring so much happiness your love i cant resist you got me thinking about you all the time youre so damn fine i need you in my life cause girl you are my life it will make me so proud to call you my wife cause i place no one of us and i give you all my love cause baby girl your the one im always thinking of you know your special take my pain away and ease my mind one thing for sure i love you to the end of time the way i feel inside when you look into my eyes you make feel like im the luckiest man alive
4260,Tape Machines,Sweat On Me,0,latin,i wont make it easy for you now you got two minutes of my time now i dont break too easy but im worth it cause im slippin to your dreams tonight so give me  give me your all ill take it take it to mars oh ill stick like glue inside your mind just watch me break in your sweet i swear gonna do everything that i want keep us awake to the dawn baby feel the free i wanna make you sweat on me im trynna make you sweat on me i got you wrapped around my fingers but dont you try to call me more theres nothing personal in having a little fun you wait and see if its worth your while so give me  give me your all ill take it take it to mars oh ill stick like glue inside your mind just watch me break in your sweet youre fallin into me touch me i swear youre gonna do everything that i want keep us awake to the dawn baby feel the free i wanna make you sweat on me i wanna make you sweat on me fell the free i wanna make you sweat on me just take her hand you got a free pass did i hide it but you had me from the get go let me be frank im not that complicated do you need me im so used to playing games no na just watch me break in your sweet youre fallin into me touch me i swear youre gonna do everything that i want keep us awake to the dawn baby feel the free i wanna make you sweat on me i wanna make you sweat on me fell the free i wanna make you sweat on me i wanna make you sweat on me i wanna make you sweat on me
4301,Lloyd,Get It Shawty - Main,0,latin,i guess if i can let this moment slip away cause i got my eye on you i see you looking over your shoulder let me make my way over excuse me miss lady how you doing your body looking right youre the type i like can i pursue and can i get a little closer so i can get to know you and exchange names and thangs before the night is over all i really want is for you to back it up go on and put your weight on it cause its alright do what you wanna make me believe ya oooh i wanna see ya get it shawty get it shawty getgetgetgetget get it shawty get it shawty i guess if we can let the night just drift away so baby what you gon do cause i dont wanna lose it come on keep it moving excuse me miss lady how you doing your body looking right youre the type i like can i pursue and can i get a little closer so i can get to know you and exchange names and thangs before the night is over all i really want is for you to back it up go on and put your weight on it cause its alright do what you wanna make me believe ya oooh i wanna see ya get it shawty get it shawty getgetgetgetget get it shawty get it shawty jeans tight high heels this is how you make me feel lips glossed teeth white apple bottoms let me bite spend the night catch a flight we can do whatwhat you like feeling right ya smelling good let get this understood is there something youre not telling me are you the daughter of frankie beverly its the way you move the way you groove im a fan and youre the celebrity she doing freaky stuff shawty got me geeked up like fabo i got playdoh let me show you street love all i really want is for you to back it up go on and put your weight on it cause its alright do what you wanna make me believe ya oooh i wanna see ya get it shawty get it shawty getgetgetgetget get it shawty get it shawty
4304,Ed Sheeran,Galway Girl - Martin Jensen Remix,0,latin,she played the fiddle in an irish band but she fell in love with an english man kissed her on the neck and then i took her by the hand said baby i just want to dance i met her on grafton street right outside of the bar she shared a cigarette with me while her brother played the guitar she asked me what does it mean the gaelic ink on your arm said it was one of my friends songs do you want to drink on she took jamie as a chaser jack for the fun she got arthur on the table with johnny riding a shotgun chatted some more one more drink at the bar then put van on the jukebox got up to dance you know she played the fiddle in an irish band but she fell in love with an english man kissed her on the neck and then i took her by the hand said baby i just want to dancewith my pretty little galway girl youre my pretty little galway girl you know she beat me at darts and then she beat me at pool and then she kissed me like there was nobody else in the room as last orders were called was when she stood on the stool after dancing the céili singing to trad tunes i never heard carrickfergus ever sung so sweet a cappella in the bar using her feet for a beat oh i could have that voice playing on repeat for a week and in this packed out room swear she was singing to me you know she played the fiddle in an irish band but she fell in love with an english man kissed her on the neck and then i took her by the hand said baby i just want to dancemy pretty little galway girl my my my my my my my galway girl my my my my my my my galway girl my my my my my my my galway girl and now weve outstayed our welcome and its closing time i was holding her hand her hand was holding mine our coats both smell of smoke whisky and wine as we fill up our lungs with the cold air of the night i walked her home then she took me inside to finish some doritos and another bottle of wine i swear im gonna put you in a song that i write about a galway girl and a perfect night she played the fiddle in an irish band but she fell in love with an english man kissed her on the neck and then i took her by the hand said baby i just want to dancemy pretty little galway girl my my my my my my my galway girl my my my my my my my galway girl my my my my my my my galway girl
4352,King Lil G,Grow Up (feat. Chikk),0,latin,good morning boys and girls you over there in that black shirt what you wanna be when you grow up my mother worked two jobs gang banging was too raw 1993 i was bumping some of that snoop doggmurder was the case my uncle caught a case my grandmother stressing out i could feel her pain acting older than i was i should have been acting my age i had to walk to school i got recruited to the gang my mother tried to do her best on minimum wage but it was hard when i seen the drugdealers in the range such a bad example she didnt even know it i truly needed my father with me you need to know it you need to know it cause i need someone to be heroic someone to motivate me when i wanna be a poet i truly think that i can be the dopest maybe noticed never losing my focus but you ruined the moments shit was hard in my apartment roaches and old carpets imma enemy target matresses by the garbage i know its hard to grow up grow up i know its hard to grow up oh but its time to grow up grow up i know its hard to grow up i know its hard to grow up oh but everybody gotta grow but its time to grow up grow up but everybody gotta grow what you wanna be when you grow up i wanna be a motherfucking hustler you better ask somebody yo i wish my father never met that woman broke my family up you should have fucking left that woman i was eating cereal my mama cried to sleep remember the kisses i gave you on the side of your cheek i made some promises that i will make accomplishments and i became a criminal please accept my apologies imma get you out this show these rappers what time it is buy you the car you needed and have somebody to drive you in it my mama held my hand standing at the bus stop gave me the love i needed the streets covered in gun shots stop making excuses and stop going to prison cause people forget about you when people dont even visit this is for my young homies thinking theres no way out throwing your life away living broke that shit is played out ogs tell me stories bout life in the pen a dark cell homies lost doing heroin i know its hard to grow up grow up i know its hard to grow up oh but its time to grow up grow up i know its hard to grow up i know its hard to grow up oh i know its hard to grow but its time to grow up grow up but everybody got everybody gotta grow up and if you fall get back up and just remember everybody gotta grow up and if you fall get back up and just remember everybody gotta grow up grow up grow everybody gotta grow up everybody everybody gotta grow up believe me homie you can make it
